District (Kecamatan),Regency (Kabupaten/Kota),Province
GANE BARAT,HALMAHERA SELATAN,MALUKU UTARA
GANE BARAT SELATAN,HALMAHERA SELATAN,MALUKU UTARA
GANE BARAT UTARA,HALMAHERA SELATAN,MALUKU UTARA
KEPULAUAN JORONGA,HALMAHERA SELATAN,MALUKU UTARA
GANE TIMUR,HALMAHERA SELATAN,MALUKU UTARA
GANE TIMUR TENGAH,HALMAHERA SELATAN,MALUKU UTARA
GANE TIMUR SELATAN,HALMAHERA SELATAN,MALUKU UTARA
MALIFUT,HALMAHERA UTARA,MALUKU UTARA
KAO TELUK,HALMAHERA UTARA,MALUKU UTARA
KAO,HALMAHERA UTARA,MALUKU UTARA
KAO BARAT,HALMAHERA UTARA,MALUKU UTARA
KAO UTARA,HALMAHERA UTARA,MALUKU UTARA
TOBELO SELATAN,HALMAHERA UTARA,MALUKU UTARA
TOBELO BARAT,HALMAHERA UTARA,MALUKU UTARA
TOBELO TIMUR,HALMAHERA UTARA,MALUKU UTARA
TOBELO,HALMAHERA UTARA,MALUKU UTARA
TOBELO TENGAH,HALMAHERA UTARA,MALUKU UTARA
TOBELO UTARA,HALMAHERA UTARA,MALUKU UTARA
GALELA,HALMAHERA UTARA,MALUKU UTARA
GALELA SELATAN,HALMAHERA UTARA,MALUKU UTARA
GALELA BARAT,HALMAHERA UTARA,MALUKU UTARA
GALELA UTARA,HALMAHERA UTARA,MALUKU UTARA
LOLODA UTARA,HALMAHERA UTARA,MALUKU UTARA
LOLODA KEPULAUAN,HALMAHERA UTARA,MALUKU UTARA
MABA SELATAN,HALMAHERA TIMUR,MALUKU UTARA
KOTA MABA,HALMAHERA TIMUR,MALUKU UTARA
WASILE SELATAN,HALMAHERA TIMUR,MALUKU UTARA
WASILE,HALMAHERA TIMUR,MALUKU UTARA
WASILE TIMUR,HALMAHERA TIMUR,MALUKU UTARA
WASILE TENGAH,HALMAHERA TIMUR,MALUKU UTARA
WASILE UTARA,HALMAHERA TIMUR,MALUKU UTARA
MABA,HALMAHERA TIMUR,MALUKU UTARA
MABA TENGAH,HALMAHERA TIMUR,MALUKU UTARA
MABA UTARA,HALMAHERA TIMUR,MALUKU UTARA
MOROTAI SELATAN,PULAU MOROTAI,MALUKU UTARA
MOROTAI TIMUR,PULAU MOROTAI,MALUKU UTARA
MOROTAI SELATAN BARAT,PULAU MOROTAI,MALUKU UTARA
MOROTAI JAYA,PULAU MOROTAI,MALUKU UTARA
MOROTAI UTARA,PULAU MOROTAI,MALUKU UTARA
TALIABU BARAT,PULAU TALIABU,MALUKU UTARA
TALIABU SELATAN,PULAU TALIABU,MALUKU UTARA
TABONA,PULAU TALIABU,MALUKU UTARA
TALIABU TIMUR SELATAN,PULAU TALIABU,MALUKU UTARA
TALIABU TIMUR,PULAU TALIABU,MALUKU UTARA
TALIABU UTARA,PULAU TALIABU,MALUKU UTARA
LEDE,PULAU TALIABU,MALUKU UTARA
TALIABU BARAT LAUT,PULAU TALIABU,MALUKU UTARA
PULAU TERNATE,TERNATE,MALUKU UTARA
MOTI,TERNATE,MALUKU UTARA
PULAU BATANG DUA,TERNATE,MALUKU UTARA
PULAU HIRI,TERNATE,MALUKU UTARA
TERNATE BARAT,TERNATE,MALUKU UTARA
TERNATE SELATAN,TERNATE,MALUKU UTARA
TERNATE TENGAH,TERNATE,MALUKU UTARA
TERNATE UTARA,TERNATE,MALUKU UTARA
TIDORE SELATAN,TIDORE KEPULAUAN,MALUKU UTARA
TIDORE UTARA,TIDORE KEPULAUAN,MALUKU UTARA
TIDORE,TIDORE KEPULAUAN,MALUKU UTARA
TIDORE TIMUR,TIDORE KEPULAUAN,MALUKU UTARA
OBA,TIDORE KEPULAUAN,MALUKU UTARA
OBA SELATAN,TIDORE KEPULAUAN,MALUKU UTARA
OBA UTARA,TIDORE KEPULAUAN,MALUKU UTARA
OBA TENGAH,TIDORE KEPULAUAN,MALUKU UTARA
FAKFAK TIMUR,FAK FAK,PAPUA BARAT
FAKFAK TIMUR,FAKFAK,PAPUA BARAT
KARAS,FAKFAK,PAPUA BARAT
FAKFAK TIMUR TENGAH,FAKFAK,PAPUA BARAT
FAKFAK,FAKFAK,PAPUA BARAT
FAKFAK TENGAH,FAKFAK,PAPUA BARAT
PARIWARI,FAKFAK,PAPUA BARAT
FAKFAK BARAT,FAKFAK,PAPUA BARAT
WARTUTIN,FAKFAK,PAPUA BARAT
KOKAS,FAKFAK,PAPUA BARAT
TELUK PATIPI,FAKFAK,PAPUA BARAT
KRAMONGMONGGA,FAKFAK,PAPUA BARAT
BOMBERAY,FAKFAK,PAPUA BARAT
ARGUNI,FAKFAK,PAPUA BARAT
MBAHAMDANDARA,FAKFAK,PAPUA BARAT
FURWAGI,FAKFAK,PAPUA BARAT
KAYAUNI,FAKFAK,PAPUA BARAT
TOMAGE,FAKFAK,PAPUA BARAT
BURUWAY,KAIMANA,PAPUA BARAT
TELUK ARGUNI,KAIMANA,PAPUA BARAT
TELUK ARGUNI BAWAH,KAIMANA,PAPUA BARAT
KAIMANA,KAIMANA,PAPUA BARAT
KAMBRAU,KAIMANA,PAPUA BARAT
TELUK ETNA,KAIMANA,PAPUA BARAT
YAMOR,KAIMANA,PAPUA BARAT
NAIKERE,TELUK WONDAMA,PAPUA BARAT
WONDIBOY,TELUK WONDAMA,PAPUA BARAT
RASIEY,TELUK WONDAMA,PAPUA BARAT
KURI WAMESA,TELUK WONDAMA,PAPUA BARAT
WASIOR,TELUK WONDAMA,PAPUA BARAT
DUAIRI,TELUK WONDAMA,PAPUA BARAT
ROON,TELUK WONDAMA,PAPUA BARAT
WINDESI,TELUK WONDAMA,PAPUA BARAT
NIKIWAR,TELUK WONDAMA,PAPUA BARAT
WAMESA,TELUK WONDAMA,PAPUA BARAT
ROSWAR,TELUK WONDAMA,PAPUA BARAT
RUMBERPON,TELUK WONDAMA,PAPUA BARAT
SOUG JAYA,TELUK WONDAMA,PAPUA BARAT
FAFURWAR,TELUK BINTUNI,PAPUA BARAT
BABO,TELUK BINTUNI,PAPUA BARAT
SUMURI,TELUK BINTUNI,PAPUA BARAT
AROBA,TELUK BINTUNI,PAPUA BARAT
KAITARO,TELUK BINTUNI,PAPUA BARAT
KURI,TELUK BINTUNI,PAPUA BARAT
WAMESA,TELUK BINTUNI,PAPUA BARAT
BINTUNI,TELUK BINTUNI,PAPUA BARAT
MANIMERI,TELUK BINTUNI,PAPUA BARAT
TUHIBA,TELUK BINTUNI,PAPUA BARAT
DATARAN BEIMES,TELUK BINTUNI,PAPUA BARAT
TEMBUNI,TELUK BINTUNI,PAPUA BARAT
ARANDAY,TELUK BINTUNI,PAPUA BARAT
KAMUNDAN,TELUK BINTUNI,PAPUA BARAT
TOMU,TELUK BINTUNI,PAPUA BARAT
WERIAGAR,TELUK BINTUNI,PAPUA BARAT
MOSKONA SELATAN,TELUK BINTUNI,PAPUA BARAT
MEYADO,TELUK BINTUNI,PAPUA BARAT
MOSKONA BARAT,TELUK BINTUNI,PAPUA BARAT
MERDEY,TELUK BINTUNI,PAPUA BARAT
BISCOOP,TELUK BINTUNI,PAPUA BARAT
MASYETA,TELUK BINTUNI,PAPUA BARAT
MOSKONA UTARA,TELUK BINTUNI,PAPUA BARAT
MOSKONA TIMUR,TELUK BINTUNI,PAPUA BARAT
WARMARE,MANOKWARI,PAPUA BARAT
PRAFI,MANOKWARI,PAPUA BARAT
MANOKWARI BARAT,MANOKWARI,PAPUA BARAT
MANOKWARI TIMUR,MANOKWARI,PAPUA BARAT
MANOKWARI UTARA,MANOKWARI,PAPUA BARAT
MANOKWARI SELATAN,MANOKWARI,PAPUA BARAT
TANAH RUBU,MANOKWARI,PAPUA BARAT
MASNI,MANOKWARI,PAPUA BARAT
SIDEY,MANOKWARI,PAPUA BARAT
INANWATAN,SORONG SELATAN,PAPUA BARAT
METEMANI,SORONG SELATAN,PAPUA BARAT
KOKODA,SORONG SELATAN,PAPUA BARAT
KAIS,SORONG SELATAN,PAPUA BARAT
KOKODA UTARA,SORONG SELATAN,PAPUA BARAT
KAIS DARAT,SORONG SELATAN,PAPUA BARAT
MOSWAREN,SORONG SELATAN,PAPUA BARAT
TEMINABUAN,SORONG SELATAN,PAPUA BARAT
SEREMUK,SORONG SELATAN,PAPUA BARAT
WAYER,SORONG SELATAN,PAPUA BARAT
KONDA,SORONG SELATAN,PAPUA BARAT
SAIFI,SORONG SELATAN,PAPUA BARAT
SAWIAT,SORONG SELATAN,PAPUA BARAT
FOKOUR,SORONG SELATAN,PAPUA BARAT
SALKMA,SORONG SELATAN,PAPUA BARAT
KLASO,SORONG,PAPUA BARAT
SAENGKEDUK,SORONG,PAPUA BARAT
MAKBON,SORONG,PAPUA BARAT
KLAYILI,SORONG,PAPUA BARAT
BERAUR,SORONG,PAPUA BARAT
KLAMONO,SORONG,PAPUA BARAT
KLABOT,SORONG,PAPUA BARAT
KLAWAK,SORONG,PAPUA BARAT
BAGUN,SORONG,PAPUA BARAT
KLASAFET,SORONG,PAPUA BARAT
MALABOTOM,SORONG,PAPUA BARAT
BOTAIN,SORONG,PAPUA BARAT
KONHIR,SORONG,PAPUA BARAT
SALAWATI,SORONG,PAPUA BARAT
MAYAMUK,SORONG,PAPUA BARAT
SALAWATI TIMUR,SORONG,PAPUA BARAT
HOBARD,SORONG,PAPUA BARAT
BUK,SORONG,PAPUA BARAT
SEGET,SORONG,PAPUA BARAT
SEGUN,SORONG,PAPUA BARAT
SALAWATI SELATAN,SORONG,PAPUA BARAT
SALAWATI TENGAH,SORONG,PAPUA BARAT
AIMAS,SORONG,PAPUA BARAT
MARIAT,SORONG,PAPUA BARAT
SORONG,SORONG,PAPUA BARAT
SAYOSA,SORONG,PAPUA BARAT
MAUDUS,SORONG,PAPUA BARAT
WEMAK,SORONG,PAPUA BARAT
SAYOSA TIMUR,SORONG,PAPUA BARAT
SUNOOK,SORONG,PAPUA BARAT
MISOOL SELATAN,RAJA AMPAT,PAPUA BARAT
MISOOL BARAT,RAJA AMPAT,PAPUA BARAT
MISOOL,RAJA AMPAT,PAPUA BARAT
KOFIAU,RAJA AMPAT,PAPUA BARAT
MISOOL TIMUR,RAJA AMPAT,PAPUA BARAT
KEPULAUAN SEMBILAN,RAJA AMPAT,PAPUA BARAT
SALAWATI UTARA,RAJA AMPAT,PAPUA BARAT
SALAWATI TENGAH,RAJA AMPAT,PAPUA BARAT
SALAWATI BARAT,RAJA AMPAT,PAPUA BARAT
BATANTA SELATAN,RAJA AMPAT,PAPUA BARAT
BATANTA UTARA,RAJA AMPAT,PAPUA BARAT
WAIGEO SELATAN,RAJA AMPAT,PAPUA BARAT
TELUK MAYALIBIT,RAJA AMPAT,PAPUA BARAT
MEOS MANSAR,RAJA AMPAT,PAPUA BARAT
KOTA WAISAI,RAJA AMPAT,PAPUA BARAT
TIPLOL MAYALIBIT,RAJA AMPAT,PAPUA BARAT
WAIGEO BARAT,RAJA AMPAT,PAPUA BARAT
WAIGEO BARAT KEPULAUAN,RAJA AMPAT,PAPUA BARAT
WAIGEO UTARA,RAJA AMPAT,PAPUA BARAT
WARWARBOMI,RAJA AMPAT,PAPUA BARAT
SUPNIN,RAJA AMPAT,PAPUA BARAT
KEPULAUAN AYAU,RAJA AMPAT,PAPUA BARAT
AYAU,RAJA AMPAT,PAPUA BARAT
WAIGEO TIMUR,RAJA AMPAT,PAPUA BARAT
FEF,TAMBRAUW,PAPUA BARAT
SYUJAK,TAMBRAUW,PAPUA BARAT
ASES,TAMBRAUW,PAPUA BARAT
TINGGOUW,TAMBRAUW,PAPUA BARAT
MIYAH,TAMBRAUW,PAPUA BARAT
MIYAH SELATAN,TAMBRAUW,PAPUA BARAT
IRERES,TAMBRAUW,PAPUA BARAT
WILHEM ROUMBOUTS,TAMBRAUW,PAPUA BARAT
ABUN,TAMBRAUW,PAPUA BARAT
KWOOR,TAMBRAUW,PAPUA BARAT
TOBOUW,TAMBRAUW,PAPUA BARAT
KWESEFO,TAMBRAUW,PAPUA BARAT
SAUSAPOR,TAMBRAUW,PAPUA BARAT
BIKAR,TAMBRAUW,PAPUA BARAT
YEMBUN,TAMBRAUW,PAPUA BARAT
BAMUSBAMA,TAMBRAUW,PAPUA BARAT
KEBAR,TAMBRAUW,PAPUA BARAT
KEBAR TIMUR,TAMBRAUW,PAPUA BARAT
KEBAR SELATAN,TAMBRAUW,PAPUA BARAT
MANEKAR,TAMBRAUW,PAPUA BARAT
SENOPI,TAMBRAUW,PAPUA BARAT
MAWABUAN,TAMBRAUW,PAPUA BARAT
AMBERBAKEN,TAMBRAUW,PAPUA BARAT
MPUR,TAMBRAUW,PAPUA BARAT
AMBERBAKEN BARAT,TAMBRAUW,PAPUA BARAT
MUBARNI / ARFU,TAMBRAUW,PAPUA BARAT
MORAID,TAMBRAUW,PAPUA BARAT
SELEMKAI,TAMBRAUW,PAPUA BARAT
AITINYO BARAT/ATHABU,MAYBRAT,PAPUA BARAT
AYAMARU SELATAN JAYA,MAYBRAT,PAPUA BARAT
AITINYO,MAYBRAT,PAPUA BARAT
AITINYO TENGAH,MAYBRAT,PAPUA BARAT
AIFAT SELATAN,MAYBRAT,PAPUA BARAT
AIFAT TIMUR SELATAN,MAYBRAT,PAPUA BARAT
AIFAT,MAYBRAT,PAPUA BARAT
AITINYO UTARA,MAYBRAT,PAPUA BARAT
AITINYO RAYA,MAYBRAT,PAPUA BARAT
AYAMARU TIMUR,MAYBRAT,PAPUA BARAT
AYAMARU TIMUR SELATAN,MAYBRAT,PAPUA BARAT
AYAMARU,MAYBRAT,PAPUA BARAT
AYAMARU SELATAN,MAYBRAT,PAPUA BARAT
AYAMARU JAYA,MAYBRAT,PAPUA BARAT
AYAMARU TENGAH,MAYBRAT,PAPUA BARAT
AYAMARU BARAT,MAYBRAT,PAPUA BARAT
AYAMARU UTARA,MAYBRAT,PAPUA BARAT
AYAMARU UTARA TIMUR,MAYBRAT,PAPUA BARAT
MARE,MAYBRAT,PAPUA BARAT
MARE SELATAN,MAYBRAT,PAPUA BARAT
AIFAT UTARA,MAYBRAT,PAPUA BARAT
AIFAT TIMUR,MAYBRAT,PAPUA BARAT
AIFAT TIMUR TENGAH,MAYBRAT,PAPUA BARAT
AIFAT TIMUR JAUH,MAYBRAT,PAPUA BARAT
TAHOTA,MANOKWARI SELATAN,PAPUA BARAT
DATARAN ISIM,MANOKWARI SELATAN,PAPUA BARAT
NENEI,MANOKWARI SELATAN,PAPUA BARAT
MOMI WAREN,MANOKWARI SELATAN,PAPUA BARAT
RANSIKI,MANOKWARI SELATAN,PAPUA BARAT
ORANSBARI,MANOKWARI SELATAN,PAPUA BARAT
DIDOHU,PEGUNUNGAN ARFAK,PAPUA BARAT
SURUREY,PEGUNUNGAN ARFAK,PAPUA BARAT
ANGGI GIDA,PEGUNUNGAN ARFAK,PAPUA BARAT
MEMBEY,PEGUNUNGAN ARFAK,PAPUA BARAT
ANGGI,PEGUNUNGAN ARFAK,PAPUA BARAT
TAIGE,PEGUNUNGAN ARFAK,PAPUA BARAT
HINGK,PEGUNUNGAN ARFAK,PAPUA BARAT
MENYAMBOUW,PEGUNUNGAN ARFAK,PAPUA BARAT
CATUBOUW,PEGUNUNGAN ARFAK,PAPUA BARAT
TESTEGA,PEGUNUNGAN ARFAK,PAPUA BARAT
SORONG BARAT,SORONG,PAPUA BARAT
SORONG KEPULAUAN,SORONG,PAPUA BARAT
MALADUM MES,SORONG,PAPUA BARAT
SORONG TIMUR,SORONG,PAPUA BARAT
SORONG UTARA,SORONG,PAPUA BARAT
SORONG,SORONG,PAPUA BARAT
SORONG MANOI,SORONG,PAPUA BARAT
KLAURUNG,SORONG,PAPUA BARAT
MALAIMSIMSA,SORONG,PAPUA BARAT
SORONG KOTA,SORONG,PAPUA BARAT
KIMAAM,MERAUKE,PAPUA
WAAN,MERAUKE,PAPUA
TABONJI,MERAUKE,PAPUA
ILWAYAB,MERAUKE,PAPUA
OKABA,MERAUKE,PAPUA
TUBANG,MERAUKE,PAPUA
NGGUTI,MERAUKE,PAPUA
KAPTEL,MERAUKE,PAPUA
KURIK,MERAUKE,PAPUA
MALIND,MERAUKE,PAPUA
ANIMHA,MERAUKE,PAPUA
MERAUKE,MERAUKE,PAPUA
SEMANGGA,MERAUKE,PAPUA
TANAH MIRING,MERAUKE,PAPUA
JAGEBOB,MERAUKE,PAPUA
SOTA,MERAUKE,PAPUA
NAUKENJERAI,MERAUKE,PAPUA
MUTING,MERAUKE,PAPUA
ELIGOBEL,MERAUKE,PAPUA
ULILIN,MERAUKE,PAPUA
WAMENA,JAYAWIJAYA,PAPUA
ASOLOKOBAL,JAYAWIJAYA,PAPUA
WALELAGAMA,JAYAWIJAYA,PAPUA
TRIKORA,JAYAWIJAYA,PAPUA
NAPUA,JAYAWIJAYA,PAPUA
WALAIK,JAYAWIJAYA,PAPUA
WOUMA,JAYAWIJAYA,PAPUA
WALESI,JAYAWIJAYA,PAPUA
ASOTIPO,JAYAWIJAYA,PAPUA
MAIMA,JAYAWIJAYA,PAPUA
HUBIKOSI,JAYAWIJAYA,PAPUA
PELEBAGA,JAYAWIJAYA,PAPUA
IBELE,JAYAWIJAYA,PAPUA
TAILAREK,JAYAWIJAYA,PAPUA
HUBIKIAK,JAYAWIJAYA,PAPUA
ASOLOGAIMA,JAYAWIJAYA,PAPUA
MUSATFAK,JAYAWIJAYA,PAPUA
SILO KARNO DOGA,JAYAWIJAYA,PAPUA
PYRAMID,JAYAWIJAYA,PAPUA
MULIAMA,JAYAWIJAYA,PAPUA
WAME,JAYAWIJAYA,PAPUA
KURULU,JAYAWIJAYA,PAPUA
USILIMO,JAYAWIJAYA,PAPUA
WITA WAYA,JAYAWIJAYA,PAPUA
LIBAREK,JAYAWIJAYA,PAPUA
WADANGKU,JAYAWIJAYA,PAPUA
PISUGI,JAYAWIJAYA,PAPUA
BOLAKME,JAYAWIJAYA,PAPUA
WOLLO,JAYAWIJAYA,PAPUA
YALENGGA,JAYAWIJAYA,PAPUA
TAGIME,JAYAWIJAYA,PAPUA
MOLAGALOME,JAYAWIJAYA,PAPUA
TAGINERI,JAYAWIJAYA,PAPUA
BUGI,JAYAWIJAYA,PAPUA
BPIRI,JAYAWIJAYA,PAPUA
KORAGI,JAYAWIJAYA,PAPUA
ITLAY HASIGE,JAYAWIJAYA,PAPUA
SIEPKOSI,JAYAWIJAYA,PAPUA
POPUGOBA,JAYAWIJAYA,PAPUA
KAUREH,JAYAPURA,PAPUA
AIRU,JAYAPURA,PAPUA
YAPSI,JAYAPURA,PAPUA
KEMTUK,JAYAPURA,PAPUA
KEMTUK GRESI,JAYAPURA,PAPUA
GRESI SELATAN,JAYAPURA,PAPUA
NIMBORAN,JAYAPURA,PAPUA
NIMBORAN TIMUR / NAMBLONG,JAYAPURA,PAPUA
NIMBOKRANG,JAYAPURA,PAPUA
UNURUM GUAY,JAYAPURA,PAPUA
DEMTA,JAYAPURA,PAPUA
YOKARI,JAYAPURA,PAPUA
DEPAPRE,JAYAPURA,PAPUA
RAVENIRARA,JAYAPURA,PAPUA
SENTANI BARAT,JAYAPURA,PAPUA
WAIBU,JAYAPURA,PAPUA
SENTANI,JAYAPURA,PAPUA
EBUNGFAU,JAYAPURA,PAPUA
SENTANI TIMUR,JAYAPURA,PAPUA
UWAPA,NABIRE,PAPUA
MENOU,NABIRE,PAPUA
DIPA,NABIRE,PAPUA
YAUR,NABIRE,PAPUA
TELUK UMAR,NABIRE,PAPUA
WANGGAR,NABIRE,PAPUA
NABIRE BARAT,NABIRE,PAPUA
NABIRE,NABIRE,PAPUA
TELUK KIMI,NABIRE,PAPUA
NAPAN,NABIRE,PAPUA
MAKIMI,NABIRE,PAPUA
WAPOGA,NABIRE,PAPUA
KEPULAUAN MOORA,NABIRE,PAPUA
SIRIWO,NABIRE,PAPUA
YARO,NABIRE,PAPUA
YAPEN TIMUR,KEPULAUAN YAPEN,PAPUA
PANTURA YAPEN,KEPULAUAN YAPEN,PAPUA
TELUK AMPIMOI,KEPULAUAN YAPEN,PAPUA
RAIMBAWI,KEPULAUAN YAPEN,PAPUA
PULAU KURUDU,KEPULAUAN YAPEN,PAPUA
ANGKAISERA,KEPULAUAN YAPEN,PAPUA
KEP. AMBAI,KEPULAUAN YAPEN,PAPUA
YAWAKUKAT,KEPULAUAN YAPEN,PAPUA
YAPEN SELATAN,KEPULAUAN YAPEN,PAPUA
KOSIWO,KEPULAUAN YAPEN,PAPUA
ANATAUREI,KEPULAUAN YAPEN,PAPUA
YAPEN BARAT,KEPULAUAN YAPEN,PAPUA
WONAWA,KEPULAUAN YAPEN,PAPUA
PULAU YERUI,KEPULAUAN YAPEN,PAPUA
POOM,KEPULAUAN YAPEN,PAPUA
WINDESI,KEPULAUAN YAPEN,PAPUA
NUMFOR BARAT,BIAK NUMFOR,PAPUA
ORKERI,BIAK NUMFOR,PAPUA
NUMFOR TIMUR,BIAK NUMFOR,PAPUA
BRUYADORI,BIAK NUMFOR,PAPUA
POIRU,BIAK NUMFOR,PAPUA
PADAIDO,BIAK NUMFOR,PAPUA
AIMANDO PADAIDO,BIAK NUMFOR,PAPUA
BIAK TIMUR,BIAK NUMFOR,PAPUA
ORIDEK,BIAK NUMFOR,PAPUA
BIAK KOTA,BIAK NUMFOR,PAPUA
SAMOFA,BIAK NUMFOR,PAPUA
YENDIDORI,BIAK NUMFOR,PAPUA
BIAK UTARA,BIAK NUMFOR,PAPUA
ANDEY,BIAK NUMFOR,PAPUA
WARSA,BIAK NUMFOR,PAPUA
YAWOSI,BIAK NUMFOR,PAPUA
BONDIFUAR,BIAK NUMFOR,PAPUA
BIAK BARAT,BIAK NUMFOR,PAPUA
SWANDIWE,BIAK NUMFOR,PAPUA
PANIAI TIMUR,PANIAI,PAPUA
YATAMO,PANIAI,PAPUA
KEBO,PANIAI,PAPUA
PUGO DAGI,PANIAI,PAPUA
WEGE MUKA,PANIAI,PAPUA
WEGEE BINO,PANIAI,PAPUA
YAGAI,PANIAI,PAPUA
BIBIDA,PANIAI,PAPUA
DUMADAMA,PANIAI,PAPUA
ARADIDE,PANIAI,PAPUA
EKADIDE,PANIAI,PAPUA
AWEIDA,PANIAI,PAPUA
FAJAR TIMUR,PANIAI,PAPUA
TOPIYAI,PANIAI,PAPUA
PANIAI BARAT,PANIAI,PAPUA
SIRIWO,PANIAI,PAPUA
MUYE,PANIAI,PAPUA
NAKAMA,PANIAI,PAPUA
TELUK DEYA,PANIAI,PAPUA
BOGOBAIDA,PANIAI,PAPUA
FAWI,PUNCAK JAYA,PAPUA
DAGAI,PUNCAK JAYA,PAPUA
KIYAGE,PUNCAK JAYA,PAPUA
MULIA,PUNCAK JAYA,PAPUA
YAMBI,PUNCAK JAYA,PAPUA
ILAMBURAWI,PUNCAK JAYA,PAPUA
MUARA,PUNCAK JAYA,PAPUA
PAGALEME,PUNCAK JAYA,PAPUA
GURAGE,PUNCAK JAYA,PAPUA
IRIMULI,PUNCAK JAYA,PAPUA
ILU,PUNCAK JAYA,PAPUA
TORERE,PUNCAK JAYA,PAPUA
YAMONERI,PUNCAK JAYA,PAPUA
WAEGI,PUNCAK JAYA,PAPUA
NUME,PUNCAK JAYA,PAPUA
NIOGA,PUNCAK JAYA,PAPUA
GUBUME,PUNCAK JAYA,PAPUA
TAGANOMBAK,PUNCAK JAYA,PAPUA
TINGGINAMBUT,PUNCAK JAYA,PAPUA
KALOME,PUNCAK JAYA,PAPUA
WANWI,PUNCAK JAYA,PAPUA
MEWOLUK,PUNCAK JAYA,PAPUA
LUMO,PUNCAK JAYA,PAPUA
MOLANIKIME,PUNCAK JAYA,PAPUA
YAMO,PUNCAK JAYA,PAPUA
DOKOME,PUNCAK JAYA,PAPUA
MIMIKA BARAT,MIMIKA,PAPUA
MIMIKA BARAT JAUH,MIMIKA,PAPUA
MIMIKA BARAT TENGAH,MIMIKA,PAPUA
AMAR,MIMIKA,PAPUA
MIMIKA TIMUR,MIMIKA,PAPUA
MIMIKA TENGAH,MIMIKA,PAPUA
MIMIKA TIMUR JAUH,MIMIKA,PAPUA
MIMIKA BARU,MIMIKA,PAPUA
KUALA KENCANA,MIMIKA,PAPUA
TEMBAGAPURA,MIMIKA,PAPUA
WANIA,MIMIKA,PAPUA
IWAKA,MIMIKA,PAPUA
KWAMKI NARAMA,MIMIKA,PAPUA
AGIMUGA,MIMIKA,PAPUA
JILA,MIMIKA,PAPUA
JITA,MIMIKA,PAPUA
ALAMA,MIMIKA,PAPUA
HOYA,MIMIKA,PAPUA
JAIR,BOVEN DIGOEL,PAPUA
SUBUR,BOVEN DIGOEL,PAPUA
KIA,BOVEN DIGOEL,PAPUA
MINDIPTANA,BOVEN DIGOEL,PAPUA
INIYANDIT,BOVEN DIGOEL,PAPUA
KOMBUT,BOVEN DIGOEL,PAPUA
SESNUK,BOVEN DIGOEL,PAPUA
MANDOBO,BOVEN DIGOEL,PAPUA
FOFI,BOVEN DIGOEL,PAPUA
ARIMOP,BOVEN DIGOEL,PAPUA
KOUH,BOVEN DIGOEL,PAPUA
BOMAKIA,BOVEN DIGOEL,PAPUA
FIRIWAGE,BOVEN DIGOEL,PAPUA
MANGGELUM,BOVEN DIGOEL,PAPUA
YANIRUMA,BOVEN DIGOEL,PAPUA
KAWAGIT,BOVEN DIGOEL,PAPUA
KOMBAY,BOVEN DIGOEL,PAPUA
WAROPKO,BOVEN DIGOEL,PAPUA
AMBATKWI,BOVEN DIGOEL,PAPUA
NINATI,BOVEN DIGOEL,PAPUA
NAMBIOMAN BAPAI,MAPPI,PAPUA
MINYAMUR,MAPPI,PAPUA
EDERA,MAPPI,PAPUA
VENAHA,MAPPI,PAPUA
SYAHCAME,MAPPI,PAPUA
BAMGI,MAPPI,PAPUA
YAKOMI,MAPPI,PAPUA
OBAA,MAPPI,PAPUA
PASSUE,MAPPI,PAPUA
HAJU,MAPPI,PAPUA
ASSUE,MAPPI,PAPUA
CITAKMITAK,MAPPI,PAPUA
KAIBAR,MAPPI,PAPUA
PASSUE BAWAH,MAPPI,PAPUA
TI-ZAIN,MAPPI,PAPUA
PANTAI KASUARI,ASMAT,PAPUA
KOPAY,ASMAT,PAPUA
DER KOUMUR,ASMAT,PAPUA
SAFAN,ASMAT,PAPUA
AWYU,ASMAT,PAPUA
FAYIT,ASMAT,PAPUA
ASWI,ASMAT,PAPUA
ATSY,ASMAT,PAPUA
SIRETS,ASMAT,PAPUA
AYIP,ASMAT,PAPUA
BECTBAMU,ASMAT,PAPUA
SUATOR,ASMAT,PAPUA
KOLF BRAZA,ASMAT,PAPUA
JOUTU,ASMAT,PAPUA
KOROWAY BULUANOP,ASMAT,PAPUA
AKAT,ASMAT,PAPUA
JETSY,ASMAT,PAPUA
AGATS,ASMAT,PAPUA
SAWA ERMA,ASMAT,PAPUA
SURU-SURU,ASMAT,PAPUA
UNIR SIRAU,ASMAT,PAPUA
JOERAT,ASMAT,PAPUA
PULAU TIGA,ASMAT,PAPUA
KURIMA,YAHUKIMO,PAPUA
MUSAIK,YAHUKIMO,PAPUA
DEKAI,YAHUKIMO,PAPUA
OBIO,YAHUKIMO,PAPUA
PASEMA,YAHUKIMO,PAPUA
AMUMA,YAHUKIMO,PAPUA
SURU-SURU,YAHUKIMO,PAPUA
WUSAMA,YAHUKIMO,PAPUA
SILIMO,YAHUKIMO,PAPUA
NINIA,YAHUKIMO,PAPUA
HOLUWON,YAHUKIMO,PAPUA
LOLAT,YAHUKIMO,PAPUA
LANGDA,YAHUKIMO,PAPUA
BOMELA,YAHUKIMO,PAPUA
SUNTAMON,YAHUKIMO,PAPUA
SOBAHAM,YAHUKIMO,PAPUA
KORUPUN,YAHUKIMO,PAPUA
SELA,YAHUKIMO,PAPUA
